Country Code,Pincode,Place,State,State Code,District,District Code,Sub-District,Sub-District Code,Latitude,Longitude,Accuracy
IN,110010,505 A B Workshop,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110010,A F Palam,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110038,A F Rajokari,Delhi,7,South West Delhi,97,,,28.5724,77.0274,1
IN,110002,A.G.C.R.,Delhi,7,Central Delhi,95,New Delhi,,28.6453,77.2456,3
IN,110055,A.K.Market,Delhi,7,Central Delhi,95,New Delhi,,28.6417,77.2132,3
IN,110098,AMPC Delivery,Delhi,7,New Delhi,94,New Delhi,,28.6109,77.214,1
IN,110025,Abul Fazal Enclave-I,Delhi,7,South Delhi,98,,,28.5672,77.2725,3
IN,110033,Adrash Nagar,Delhi,7,North West Delhi,90,Delhi,,28.716,77.1429,1
IN,110062,Air Force Station Tugalkabad,Delhi,7,South Delhi,98,New Delhi,,28.508,77.2294,3
IN,110002,Ajmeri Gate Extn.,Delhi,7,Central Delhi,95,New Delhi,,28.6453,77.2456,3
IN,110019,Alaknanda,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110076,Ali,Delhi,7,South Delhi,98,New Delhi,,28.5161,77.3099,4
IN,110003,Aliganj (South Delhi),Delhi,7,South Delhi,98,New Delhi,,28.5838,77.2218,4
IN,110036,Alipur,Delhi,7,North West Delhi,90,Delhi,,28.7986,77.1331,4
IN,110024,Amar Colony,Delhi,7,South Delhi,98,New Delhi,,28.5724,77.2365,3
IN,110075,Amberhai,Delhi,7,South West Delhi,97,New Delhi,,28.5458,77.0784,1
IN,110021,Anand Niketan,Delhi,7,South West Delhi,97,,,28.5818,77.1793,3
IN,110005,Anand Parbat,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,4
IN,110005,Anand Parbat Indl. Area,Delhi,7,Central Delhi,95,New Delhi,,28.6551,77.1833,3
IN,110092,Anand Vihar,Delhi,7,East Delhi,93,,,28.6266,77.2794,3
IN,110034,Anandvas Shakurpur,Delhi,7,North West Delhi,90,Delhi,,28.716,77.1429,1
IN,110049,Andrewsganj,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110029,Ansari Nagar,Delhi,7,South West Delhi,97,,,28.565,77.1972,3
IN,110010,Aps Colony,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110043,Arjun Park,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,3
IN,110047,Arjungarh,Delhi,7,South West Delhi,97,,,28.5724,77.0274,1
IN,110054,Aruna Nagar,Delhi,7,North Delhi,91,North,,28.6921,77.2245,3
IN,110018,Ashok Nagar (West Delhi),Delhi,7,West Delhi,96,New Delhi,,28.6396,77.0884,3
IN,110052,Ashok Vihar H.O,Delhi,7,North West Delhi,90,Delhi,,28.7688,77.0869,1
IN,110026,Ashoka Park Extn.,Delhi,7,West Delhi,96,New Delhi,,28.6709,77.141,3
IN,110039,Auchandi,Delhi,7,North West Delhi,90,Delhi,,28.8203,76.9962,4
IN,110085,Avantika,Delhi,7,North Delhi,91,,,28.7106,77.2115,3
IN,110047,Aya Nagar,Delhi,7,South West Delhi,97,,,28.5724,77.0274,1
IN,110051,Azad Nagar (East Delhi),Delhi,7,East Delhi,93,,,28.6292,77.298,1
IN,110062,BSF Camp Tigri,Delhi,7,South Delhi,98,New Delhi,,28.508,77.2294,3
IN,110044,BTPS (South Delhi),Delhi,7,South Delhi,98,New Delhi,,28.5027,77.3084,3
IN,110032,Babarpur,Delhi,7,North East Delhi,92,,,28.6875,77.2856,4
IN,110044,Badarpur,Delhi,7,South Delhi,98,New Delhi,,28.5025,77.3024,4
IN,110090,Badarpur Khadar,Delhi,7,East Delhi,93,East Delhi,,28.6114,77.2982,1
IN,110042,Badli (North West Delhi),Delhi,7,North West Delhi,90,Delhi,,28.7581,77.1309,3
IN,110071,Badusarai,Delhi,7,South West Delhi,97,New Delhi,,28.5458,77.0784,1
IN,110077,Bagdola,Delhi,7,South West Delhi,97,New Delhi,,28.5458,77.0784,1
IN,110036,Bakhtawar Pur,Delhi,7,North West Delhi,90,Delhi,,28.8127,77.1616,3
IN,110041,Bakkarwala,Delhi,7,West Delhi,96,New Delhi,,28.6735,77.014,3
IN,110036,Bakoli,Delhi,7,North West Delhi,90,Delhi,,28.8127,77.1616,3
IN,110032,Balbir Nagar,Delhi,7,East Delhi,93,,,28.6292,77.298,3
IN,110005,Bank Street (Central Delhi),Delhi,7,Central Delhi,95,New Delhi,,28.6551,77.1833,3
IN,110040,Bankner,Delhi,7,North West Delhi,90,Delhi,,28.8525,77.0787,4
IN,110043,Baprola,Delhi,7,South West Delhi,97,New Delhi,,28.5724,77.0274,4
IN,110006,Baratooti,Delhi,7,North Delhi,91,,,28.7106,77.2115,1
IN,110001,Baroda House,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110077,Barthal,Delhi,7,South West Delhi,97,New Delhi,,28.5458,77.0784,1
IN,110039,Barwala,Delhi,7,North West Delhi,90,Delhi,,28.7613,77.0628,4
IN,110039,Bawana,Delhi,7,North West Delhi,90,Delhi,,28.7982,77.0343,4
IN,110010,Bazar Road,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110086,Begumpur,Delhi,7,North West Delhi,90,Delhi,,28.7441,77.0732,1
IN,110001,Bengali Market,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110001,Bhagat Singh Market,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110053,Bhajan Pura,Delhi,7,North East Delhi,92,,,28.6866,77.2732,3
IN,110033,Bhalaswa,Delhi,7,North West Delhi,90,Delhi,,28.716,77.1429,1
IN,110032,Bhola Nath Nagar,Delhi,7,East Delhi,93,,,28.6292,77.298,3
IN,110040,Bhorgarh,Delhi,7,North West Delhi,90,Delhi,,28.8293,77.0952,4
IN,110061,Bijwasan,Delhi,7,South West Delhi,97,,,28.5346,77.0536,4
IN,110053,Brahampuri,Delhi,7,East Delhi,93,,,28.6292,77.298,3
IN,110086,Budh Vihar,Delhi,7,North West Delhi,90,Delhi,,28.7441,77.0732,1
IN,110084,Burari,Delhi,7,North Delhi,91,Delhi,,28.7557,77.1994,4
IN,110003,C G O Complex,Delhi,7,South Delhi,98,New Delhi,,28.5947,77.2264,3
IN,110020,C R R I (South Delhi),Delhi,7,South Delhi,98,New Delhi,,28.5345,77.2779,3
IN,110007,C.C.I.,Delhi,7,North Delhi,91,Delhi,,28.6764,77.2074,3
IN,110074,C.S.K.M. School,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110010,C.V.D.,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110010,COD (South West Delhi),Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110072,CRPF Jharoda Kalan,Delhi,7,South West Delhi,97,,,28.6526,76.9521,3
IN,110021,Chanakya Puri,Delhi,7,South West Delhi,97,,,28.5818,77.1793,3
IN,110018,Chand Nagar,Delhi,7,West Delhi,96,New Delhi,,28.6396,77.0884,3
IN,110081,Chand Pur,Delhi,7,North West Delhi,90,Delhi,,28.7299,76.9929,3
IN,110074,Chandanhoola,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110006,Chandni Chowk,Delhi,7,North Delhi,91,Delhi,,28.7106,77.2115,1
IN,110074,Chattarpur,Delhi,7,South West Delhi,97,,,28.5724,77.0274,4
IN,110018,Chaukhandi,Delhi,7,West Delhi,96,New Delhi,,28.6396,77.0884,3
IN,110006,Chawri Bazar,Delhi,7,North Delhi,91,Delhi,,28.7106,77.2115,1
IN,110071,Chhawla,Delhi,7,South West Delhi,97,New Delhi,,28.5458,77.0784,1
IN,110091,Chilla,Delhi,7,East Delhi,93,,,28.5957,77.3019,4
IN,110019,Chittranjan Park,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110002,Civic Centre,Delhi,7,New Delhi,94,New Delhi Central,,28.6109,77.214,3
IN,110054,Civil Lines (North Delhi),Delhi,7,North Delhi,91,Delhi,,28.6804,77.2263,4
IN,110001,Connaught Place,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,4
IN,110001,Constitution House,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110058,D.E.S.U. Colony,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110071,DC Goyla,Delhi,7,South West Delhi,97,South West Delhi,,28.5458,77.0784,1
IN,110045,Dabri,Delhi,7,South West Delhi,97,New Delhi,,28.6099,77.0865,4
IN,110008,Dada Ghosh Bhawan,Delhi,7,Central Delhi,95,New Delhi,,28.6466,77.1701,3
IN,110062,Dakshinpuri Phase-I,Delhi,7,South Delhi,98,New Delhi,,28.508,77.2294,3
IN,110062,Dakshinpuri Phase-II,Delhi,7,South Delhi,98,New Delhi,,28.508,77.2294,3
IN,110062,Dakshinpuri Phase-III,Delhi,7,South Delhi,98,New Delhi,,28.508,77.2294,3
IN,110006,Dareeba,Delhi,7,North Delhi,91,Delhi,,28.7106,77.2115,1
IN,110013,Dargah Sharif,Delhi,7,South Delhi,98,New Delhi,,28.5878,77.2541,3
IN,110002,Darya Ganj,Delhi,7,Central Delhi,95,New Delhi,,28.6453,77.2456,4
IN,110039,Daryapur Kalan,Delhi,7,North West Delhi,90,Delhi,,28.814,77.0111,4
IN,110043,Daulatpur,Delhi,7,South West Delhi,97,New Delhi,,28.5466,76.9593,4
IN,110090,Dayalpur,Delhi,7,North East Delhi,92,Delhi,,28.7077,77.274,1
IN,110024,Defence Colony (South Delhi),Delhi,7,South Delhi,98,New Delhi,,28.5714,77.2327,4
IN,110010,Delhi Cantt,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110042,Delhi Engg. College,Delhi,7,North West Delhi,90,Delhi,,28.7581,77.1309,3
IN,110006,Delhi G.P.O.,Delhi,7,North Delhi,91,Delhi,,28.7106,77.2115,1
IN,110003,Delhi High Court,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110003,Delhi High Court Extension Counter,Delhi,7,Central Delhi,95,Delhi,,28.6431,77.2197,3
IN,110006,Delhi Sadar Bazar,Delhi,7,North Delhi,91,Delhi,,28.7106,77.2115,1
IN,110007,Delhi University,Delhi,7,North Delhi,91,Delhi,,28.6764,77.2074,3
IN,110062,Deoli,Delhi,7,South Delhi,98,New Delhi,,28.5025,77.2312,4
IN,110074,Dera,Delhi,7,South West Delhi,97,,,28.5724,77.0274,4
IN,110005,Desh Bandhu Gupta Road,Delhi,7,Central Delhi,95,New Delhi,,28.6551,77.1833,3
IN,110073,Dhansa,Delhi,7,West Delhi,96,Delhi,,28.6553,77.0657,4
IN,110010,Dhaula Kuan,Delhi,7,South West Delhi,97,,,28.5724,77.0274,4
IN,110077,Dhulsiras,Delhi,7,South West Delhi,97,New Delhi,,28.5458,77.0784,1
IN,110043,Dichaun Kalan,Delhi,7,South West Delhi,97,New Delhi,,28.6032,76.9672,3
IN,110095,Dilshad Garden,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110043,Dindarpur,Delhi,7,South West Delhi,97,New Delhi,,28.5981,76.9916,4
IN,110075,District Court Complex Dwarka,Delhi,7,South West Delhi,97,Delhi,,28.5458,77.0784,1
IN,110054,District Courts (North Delhi),Delhi,7,North Delhi,91,Delhi,,28.6921,77.2245,3
IN,110032,Distt. Court (KKD),Delhi,7,East Delhi,93,,,28.6292,77.298,3
IN,110078,Distt. Court Complex Dwarka,Delhi,7,West Delhi,96,,,28.6553,77.0657,3
IN,110017,Distt. Court Complex Saket,Delhi,7,South Delhi,98,,,28.5189,77.2131,3
IN,110062,Dr. Ambedkar Nagar (South Delhi),Delhi,7,South Delhi,98,New Delhi,,28.508,77.2294,3
IN,110009,Dr.Mukerjee Nagar,Delhi,7,North West Delhi,90,,,28.7121,77.206,3
IN,110045,Durga Park,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,3
IN,110075,Dwarka Sec-6,Delhi,7,South West Delhi,97,New Delhi,,28.5458,77.0784,1
IN,110015,ESI,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110065,East Of Kailash,Delhi,7,South Delhi,98,New Delhi,,28.5589,77.2531,4
IN,110065,East Of Kailash Phase-I,Delhi,7,South Delhi,98,New Delhi,,28.5619,77.2553,3
IN,110001,Election Commission,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110020,F F C Okhla,Delhi,7,New Delhi,94,New Delhi,,28.6109,77.214,3
IN,110018,Fateh Nagar,Delhi,7,West Delhi,96,New Delhi,,28.6396,77.0884,3
IN,110074,Fatehpur Beri,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110100,Foreign Post Delhi IBC,Delhi,7,Central Delhi,95,Delhi,,28.6431,77.2197,1
IN,110095,G.T.B. Hospital,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110009,G.T.B.Nagar,Delhi,7,North West Delhi,90,Delhi,,28.7121,77.206,3
IN,110078,GGSIP University,Delhi,7,West Delhi,96,,,28.6553,77.0657,3
IN,110030,Gadaipur,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110073,Galib Pur,Delhi,7,South West Delhi,97,New Delhi,,28.5563,76.8963,3
IN,110031,Gandhi Nagar (East Delhi),Delhi,7,East Delhi,93,,,28.6548,77.2752,3
IN,110031,Gandhi Nagar Bazar,Delhi,7,East Delhi,93,,,28.6548,77.2752,3
IN,110002,Gandhi Smarak Nidhi,Delhi,7,Central Delhi,95,New Delhi,,28.6453,77.2456,3
IN,110035,Ganeshpura,Delhi,7,North West Delhi,90,Delhi,,28.6772,77.1573,3
IN,110053,Garhi Mandu,Delhi,7,East Delhi,93,East Delhi,,28.6292,77.298,3
IN,110049,Gautam Nagar,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110031,Geeta Colony,Delhi,7,East Delhi,93,,,28.6507,77.2764,4
IN,110096,Ghazipur,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110081,Gheora,Delhi,7,North West Delhi,90,Delhi,,28.6941,77.0016,4
IN,110030,Ghitorni,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110039,Ghoga,Delhi,7,North West Delhi,90,Delhi,,28.8311,77.05,4
IN,110073,Ghuman Hera,Delhi,7,South West Delhi,97,New Delhi,,28.5563,76.8963,3
IN,110094,Gokal Puri,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110003,Golf Links,Delhi,7,South Delhi,98,New Delhi,,28.5947,77.2264,3
IN,110043,Gopal Nagar,Delhi,7,New Delhi,94,Delhi,,28.6109,77.214,4
IN,110032,Goverdhan Bihari Colony,Delhi,7,East Delhi,93,,,28.6292,77.298,3
IN,110051,Govind Pura,Delhi,7,East Delhi,93,,,28.6292,77.298,1
IN,110048,Greater Kailash,Delhi,7,South Delhi,98,New Delhi,,28.5614,77.2384,3
IN,110016,Green Park Market,Delhi,7,South West Delhi,97,,,28.5531,77.1916,3
IN,110009,Gujranwala Colony,Delhi,7,North West Delhi,90,Delhi,,28.7121,77.206,3
IN,110007,Gulabi Bagh,Delhi,7,North Delhi,91,Delhi,,28.6764,77.2074,3
IN,110049,Gulmohar Park,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110037,Gurgaon Road,Delhi,7,South West Delhi,97,,,28.548,77.1133,3
IN,110005,Guru Gobind Singh Marg,Delhi,7,Central Delhi,95,New Delhi,,28.6551,77.1833,3
IN,110009,H.S.Sangh,Delhi,7,North West Delhi,90,Delhi,,28.7121,77.206,3
IN,110088,Haiderpur,Delhi,7,North West Delhi,90,Delhi,,28.7219,77.159,3
IN,110062,Hamdard Nagar,Delhi,7,South Delhi,98,New Delhi,,28.508,77.2294,3
IN,110039,Hareveli,Delhi,7,North West Delhi,90,Delhi,,28.805,77.0309,3
IN,110064,Hari Nagar (West Delhi),Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110014,Hari Nagar Ashram,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110064,Hari Nagar BE Block,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110064,Hari Nagar Dadb Block,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110093,Harsh Vihar,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110059,Hastal Village,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110016,Hauz Khas,Delhi,7,South West Delhi,97,,,28.5531,77.1916,4
IN,110016,Hauz Khas Market,Delhi,7,South West Delhi,97,,,28.5531,77.1916,3
IN,110006,Hauz Qazi,Delhi,7,Central Delhi,95,Delhi,,28.6455,77.205,1
IN,110013,Hazrat Nizamuddin,Delhi,7,South Delhi,98,New Delhi,,28.5878,77.2541,4
IN,110091,Himmatpuri,Delhi,7,East Delhi,93,,,28.6063,77.3045,3
IN,110036,Hiranki,Delhi,7,North West Delhi,90,Delhi,,28.7991,77.182,4
IN,110041,Hirankudna,Delhi,7,West Delhi,96,New Delhi,,28.6715,76.9984,4
IN,110082,Holambi Kalan,Delhi,7,North West Delhi,90,Delhi,,28.8044,77.0969,4
IN,110012,I.A.R.I.,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,1
IN,110002,I.P.Estate,Delhi,7,Central Delhi,95,New Delhi,,28.6453,77.2456,3
IN,110037,IGI Airport,Delhi,7,South West Delhi,97,,,28.548,77.1133,3
IN,110035,INDERLOK,Delhi,7,North West Delhi,90,,,28.6772,77.1573,3
IN,110092,IP Extension,Delhi,7,East Delhi,93,,,28.6266,77.2794,3
IN,110016,IT Hauz Khas,Delhi,7,South West Delhi,97,,,28.5531,77.1916,3
IN,110068,Ignou,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110012,Inderpuri,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,1
IN,110045,Indira Park,Delhi,7,South West Delhi,97,New Delhi,,28.6035,77.0894,3
IN,110002,Indraprastha H.O,Delhi,7,Central Delhi,95,New Delhi,,28.6453,77.2456,3
IN,110073,Issapur,Delhi,7,South West Delhi,97,New Delhi,,28.5563,76.8963,3
IN,110067,J.N.U.,Delhi,7,South West Delhi,97,,,28.5553,77.1743,3
IN,110067,JNU New Campus,Delhi,7,South West Delhi,97,,,28.5553,77.1743,3
IN,110073,Jafarpur,Delhi,7,South West Delhi,97,New Delhi,,28.59,76.9205,4
IN,110053,Jafrabad (East Delhi),Delhi,7,East Delhi,93,,,28.6292,77.298,3
IN,110084,Jagatpur,Delhi,7,North Delhi,91,Delhi,,28.7414,77.2199,4
IN,110053,Jagjit Nagar,Delhi,7,East Delhi,93,,,28.6292,77.298,3
IN,110033,Jahangir Puri A Block,Delhi,7,North West Delhi,90,Delhi,,28.716,77.1429,1
IN,110033,Jahangir Puri D Block,Delhi,7,North West Delhi,90,Delhi,,28.716,77.1429,1
IN,110033,Jahangir Puri H Block,Delhi,7,North West Delhi,90,Delhi,,28.716,77.1429,1
IN,110058,Jail Road (West Delhi),Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110044,Jaitpur,Delhi,7,South Delhi,98,New Delhi,,28.5027,77.3084,3
IN,110044,Jaitpur (South Delhi),Delhi,7,South Delhi,98,,,28.5027,77.3084,3
IN,110006,Jama Masjid,Delhi,7,Central Delhi,95,Delhi,,28.6455,77.205,1
IN,110025,Jamia Nagar,Delhi,7,South Delhi,98,New Delhi,,28.5672,77.2725,3
IN,110058,Janakpuri A-3,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110058,Janakpuri B-1,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110058,Janakpuri C-4,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110001,Janpath,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110027,Janta Market,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110039,Jat Khore,Delhi,7,North West Delhi,90,Delhi,,28.805,77.0309,3
IN,110047,Jaunapur,Delhi,7,South West Delhi,97,,,28.5724,77.0274,1
IN,110081,Jaunti,Delhi,7,North West Delhi,90,Delhi,,28.7502,76.9699,4
IN,110007,Jawahar Nagar (North Delhi),Delhi,7,North Delhi,91,,,28.6764,77.2074,3
IN,110063,Jawala Heri,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110014,Jeevan Nagar,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110059,Jeevan Park,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110072,Jharoda Kalan,Delhi,7,South West Delhi,97,,,28.6526,76.9521,4
IN,110084,Jharoda Majraa,Delhi,7,North Delhi,91,Delhi,,28.7486,77.2096,3
IN,110043,Jhatikara,Delhi,7,South West Delhi,97,New Delhi,,28.6032,76.9672,3
IN,110095,Jhilmil H.O,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110095,Jhilmil Tahirpur,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110094,Johripur,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110014,Jungpura,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110087,Jwala Puri,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110036,Kadipur,Delhi,7,North West Delhi,90,Delhi,,28.774,77.1631,4
IN,110048,Kailash Colony,Delhi,7,South Delhi,98,New Delhi,,28.5589,77.2531,4
IN,110031,Kailash Nagar,Delhi,7,East Delhi,93,,,28.6548,77.2752,3
IN,110043,Kair,Delhi,7,South West Delhi,97,New Delhi,,28.6244,76.9176,4
IN,110078,Kakrola,Delhi,7,South West Delhi,97,New Delhi,,28.6081,77.0193,4
IN,110019,Kalkaji,Delhi,7,South Delhi,98,New Delhi,,28.5014,77.2274,1
IN,110091,Kalyanpuri,Delhi,7,East Delhi,93,,,28.6142,77.3162,4
IN,110091,Kalyanvas,Delhi,7,East Delhi,93,,,28.6063,77.3045,3
IN,110007,Kamla Nagar (North Delhi),Delhi,7,North Delhi,91,Delhi,,28.6764,77.2074,3
IN,110071,Kangan Heri,Delhi,7,South West Delhi,97,New Delhi,,28.5458,77.0784,1
IN,110081,Kanjhawla,Delhi,7,North West Delhi,90,Delhi,,28.7299,76.9929,3
IN,110040,Kanya Gurukul,Delhi,7,North West Delhi,90,Delhi,,28.8408,77.0939,3
IN,110097,Kapashera.,Delhi,7,South West Delhi,97,,,28.5724,77.0274,1
IN,110081,Karala,Delhi,7,North West Delhi,90,Delhi,,28.7355,77.0352,4
IN,110015,Karam Pura,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110090,Karawal Nagar,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110005,Karol Bagh,Delhi,7,Central Delhi,95,New Delhi,,28.6514,77.1907,4
IN,110003,Kasturba Nagar (South Delhi),Delhi,7,South Delhi,98,New Delhi,,28.5947,77.2264,3
IN,110039,Katewara,Delhi,7,North West Delhi,90,Delhi,,28.805,77.0309,3
IN,110035,Keshav Puram (North West Delhi),Delhi,7,North West Delhi,90,Delhi,,28.6772,77.1573,3
IN,110043,Khaira,Delhi,7,South West Delhi,97,New Delhi,,28.5942,76.9701,4
IN,110090,Khajuri Khas,Delhi,7,East Delhi,93,Delhi,,28.6114,77.2982,1
IN,110036,Khampur,Delhi,7,North West Delhi,90,Delhi,,28.8243,77.1342,4
IN,110062,Khanpur (South Delhi),Delhi,7,South Delhi,98,New Delhi,,28.5136,77.2275,4
IN,110073,Khera Dabur,Delhi,7,South West Delhi,97,New Delhi,,28.5563,76.8963,3
IN,110082,Khera Kalan,Delhi,7,North West Delhi,90,Delhi,,28.7745,77.1172,4
IN,110082,Khera Khurd,Delhi,7,North West Delhi,90,Delhi,,28.7755,77.0997,4
IN,110018,Khyala Phase -  I,Delhi,7,West Delhi,96,New Delhi,,28.6396,77.0884,3
IN,110018,Khyala Phase - II,Delhi,7,West Delhi,96,New Delhi,,28.6396,77.0884,3
IN,110023,Kidwai Nagar East,Delhi,7,South West Delhi,97,,,28.5724,77.0274,1
IN,110023,Kidwai Nagar West,Delhi,7,South West Delhi,97,,,28.5724,77.0274,1
IN,110086,Kirari Suleman Nagar,Delhi,7,North Delhi,91,Delhi,,28.7106,77.2115,1
IN,110010,Kirby Place,Delhi,7,South West Delhi,97,,,28.5724,77.0274,3
IN,110001,Krishi Bhawan,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110024,Krishna Market,Delhi,7,South Delhi,98,New Delhi,,28.5724,77.2365,3
IN,110051,Krishna Nagar H.O,Delhi,7,East Delhi,93,,,28.6292,77.298,1
IN,110041,Kunwar Singh Nagar,Delhi,7,West Delhi,96,New Delhi,,28.6735,77.014,3
IN,110015,L. M. Nagar Indl. Area,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110081,Lad Pur,Delhi,7,North West Delhi,90,Delhi,,28.7299,76.9929,3
IN,110030,Lado Sarai,Delhi,7,South West Delhi,97,,,28.5724,77.0274,4
IN,110001,Lady Harding Medical College,Delhi,7,Central Delhi,95,New Delhi,,28.6431,77.2197,3
IN,110024,Lajpat Nagar (South Delhi),Delhi,7,South Delhi,98,New Delhi,,28.5733,77.2402,4
IN,110044,Lal Kuan,Delhi,7,South Delhi,98,New Delhi,,28.5027,77.3084,3
IN,110040,Lampur,Delhi,7,North West Delhi,90,Delhi,,28.8509,77.0659,4
IN,110023,Laxmi Bai Nagar,Delhi,7,South West Delhi,97,,,28.5724,77.0274,1
IN,110092,Laxmi Nagar (East Delhi),Delhi,7,East Delhi,93,,,28.6266,77.2794,3
IN,110003,Lodi Road H.O,Delhi,7,South Delhi,98,New Delhi,,28.5947,77.2264,3
IN,110032,Loni Road,Delhi,7,East Delhi,93,,,28.6292,77.298,3
IN,110093,Loni Road Housing Complex,Delhi,7,East Delhi,93,,,28.6114,77.2982,1
IN,110018,M.B.S. Nagar,Delhi,7,West Delhi,96,New Delhi,,28.6396,77.0884,3
IN,110017,MMTC/STC Colony,Delhi,7,South Delhi,98,New Delhi,,28.5189,77.2131,3
IN,110076,Madanpur Khadar,Delhi,7,South Delhi,98,New Delhi,,28.5339,77.3025,4
IN,110063,Madipur Slum Quarter,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110063,Madipur Village,Delhi,7,West Delhi,96,New Delhi,,28.6553,77.0657,1
IN,110018,Mahabir Nagar,Delhi,7,West Delhi,96,New Delhi,,28.6396,77.0884,3
